book,lang,source_order,page_n,facs,line_id,source_div_n,source_xml_id,printed_primary,printed_alternate,heading_label,source_heading_text,generated_n,generated_label,generated_source_label,visible_chapter_title,paired_generated_n,issue_codes,image_url,canonical_n,display_label,source_label_policy,decision_note
2,grc,278,233,page_images/page-0265.png,,106,spr-ch-2.96,ρϛ,,Περὶ Προπόλεως.,Κεφ. ρϛ΄. [Περὶ Προπόλεως.],2.106,Περὶ Προπόλεως,Κεφ. ρϛ΄. [Περὶ Προπόλεως.],Κεφ. ρϛ΄. [Περὶ Προπόλεως.],2.106,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0265.jp2/full/1200,/0/default.jpg",,,,
2,grc,279,233,page_images/page-0265.png,,107,spr-ch-2.97,ρζ,,Περὶ Πυρῶν.,Κεφ. ρζ΄. [Περὶ Πυρῶν.],2.107,Περὶ Πυρῶν,Κεφ. ρζ΄. [Περὶ Πυρῶν.],Κεφ. ρζ΄. [Περὶ Πυρῶν.],2.107,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0265.jp2/full/1200,/0/default.jpg",,,,
2,grc,280,235,page_images/page-0267.png,,108,spr-ch-2.98,ρη,,Περὶ Κριθῆς.,Κεφ. ρη΄. [Περὶ Κριθῆς.],2.108,Περὶ Κριθῆς,Κεφ. ρη΄. [Περὶ Κριθῆς.],Κεφ. ρη΄. [Περὶ Κριθῆς.],2.108,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0267.jp2/full/1200,/0/default.jpg",,,,
2,grc,281,237,page_images/page-0269.png,,109,spr-ch-2.99,ρθ,,Περὶ Ζύθου.,Κεφ. ρθ΄. [Περὶ Ζύθου.],2.109,Περὶ Ζύθου,Κεφ. ρθ΄. [Περὶ Ζύθου.],Κεφ. ρθ΄. [Περὶ Ζύθου.],2.109,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0269.jp2/full/1200,/0/default.jpg",,,,
2,grc,282,237,page_images/page-0269.png,,110,spr-ch-2.100,ρι,,Περὶ Κούρμιθος.,Κεφ. ρι΄. [Περὶ Κούρμιθος.],2.110,Περὶ Κούρμιθος,Κεφ. ρι΄. [Περὶ Κούρμιθος.],Κεφ. ρι΄. [Περὶ Κούρμιθος.],2.110,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0269.jp2/full/1200,/0/default.jpg",,,,
2,grc,283,238,page_images/page-0270.png,,111,spr-ch-2.101,ρια,,Περὶ Ζειᾶς.,Κεφ. ρια΄. [Περὶ Ζειᾶς.],2.111,Περὶ Ζειᾶς,Κεφ. ρια΄. [Περὶ Ζειᾶς.],Κεφ. ρια΄. [Περὶ Ζειᾶς.],2.111,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0270.jp2/full/1200,/0/default.jpg",,,,
2,grc,284,238,page_images/page-0270.png,,112,spr-ch-2.102,ριβ,,Περὶ Κρίμνου.,Κεφ. ριβ΄. [Περὶ Κρίμνου.],2.112,Περὶ Κρίμνου,Κεφ. ριβ΄. [Περὶ Κρίμνου.],Κεφ. ριβ΄. [Περὶ Κρίμνου.],2.112,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0270.jp2/full/1200,/0/default.jpg",,,,
2,grc,285,238,page_images/page-0270.png,,113,spr-ch-2.103,ριγ,,Περὶ Ὀλύρας.,Κεφ. ριγ΄. [Περὶ Ὀλύρας.],2.113,Περὶ Ὀλύρας,Κεφ. ριγ΄. [Περὶ Ὀλύρας.],Κεφ. ριγ΄. [Περὶ Ὀλύρας.],2.113,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0270.jp2/full/1200,/0/default.jpg",,,,
2,grc,286,238,page_images/page-0270.png,,114,spr-ch-2.104,ριδ,,Περὶ Ἀθήρας.,Κεφ. ριδ΄. [Περὶ Ἀθήρας.],2.114,Περὶ Ἀθήρας,Κεφ. ριδ΄. [Περὶ Ἀθήρας.],Κεφ. ριδ΄. [Περὶ Ἀθήρας.],2.114,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0270.jp2/full/1200,/0/default.jpg",,,,
2,grc,287,239,page_images/page-0271.png,,115,spr-ch-2.105,ριε,,Περὶ Τράγου.,Κεφ. ριε΄. [Περὶ Τράγου.],2.115,Περὶ Τράγου,Κεφ. ριε΄. [Περὶ Τράγου.],Κεφ. ριε΄. [Περὶ Τράγου.],2.115,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0271.jp2/full/1200,/0/default.jpg",,,,
2,grc,288,239,page_images/page-0271.png,,106,spr-ch-2.106,ρις,,Περὶ Βρώμου.,Κεφ. ρις΄. [Περὶ Βρώμου.],2.116,Περὶ Βρώμου,Κεφ. ρις΄. [Περὶ Βρώμου.],Κεφ. ρις΄. [Περὶ Βρώμου.],2.116,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0271.jp2/full/1200,/0/default.jpg",,,,
2,grc,289,239,page_images/page-0271.png,,117,spr-ch-2.107,ριζ,,Περὶ Ὀρύζης.,Κεφ. ριζ΄. [Περὶ Ὀρύζης.],2.117,Περὶ Ὀρύζης,Κεφ. ριζ΄. [Περὶ Ὀρύζης.],Κεφ. ριζ΄. [Περὶ Ὀρύζης.],,PAIR_MISSING_LA;PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0271.jp2/full/1200,/0/default.jpg",,,,
2,grc,290,239,page_images/page-0271.png,,118,spr-ch-2.108,ριη,,Περὶ Χόνδρου.,Κεφ. ριη΄. [Περὶ Χόνδρου.],2.118,Περὶ Χόνδρου,Κεφ. ριη΄. [Περὶ Χόνδρου.],Κεφ. ριη΄. [Περὶ Χόνδρου.],2.118,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0271.jp2/full/1200,/0/default.jpg",,,,
2,grc,291,240,page_images/page-0272.png,,119,spr-ch-2.109,ριθ,,Περὶ Κέγχρου.,Κεφ. ριθ΄. [Περὶ Κέγχρου.],2.119,Περὶ Κέγχρου,Κεφ. ριθ΄. [Περὶ Κέγχρου.],Κεφ. ριθ΄. [Περὶ Κέγχρου.],2.119,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0272.jp2/full/1200,/0/default.jpg",,,,
2,grc,292,241,page_images/page-0273.png,spr-lb-2-0273-01,120,spr-ch-2.110,ρκ,,Περὶ Ἐλύμου.,Κεφ. ρκ΄. [Περὶ Ἐλύμου.],2.120,Περὶ Ἐλύμου,Κεφ. ρκ΄. [Περὶ Ἐλύμου.],Κεφ. ρκ΄. [Περὶ Ἐλύμου.],2.120,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0273.jp2/full/1200,/0/default.jpg",,,,
2,grc,293,241,page_images/page-0273.png,,121,spr-ch-2.111,ρκα,,Περὶ Σησάμου.,Κεφ. ρκα΄. [Περὶ Σησάμου.],2.121,Περὶ Σησάμου,Κεφ. ρκα΄. [Περὶ Σησάμου.],Κεφ. ρκα΄. [Περὶ Σησάμου.],2.121,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0273.jp2/full/1200,/0/default.jpg",,,,
2,grc,294,241,page_images/page-0273.png,,122,spr-ch-2.112,ρκβ,,Περὶ Αἴρας.,Κεφ. ρκβ΄. [Περὶ Αἴρας.],2.122,Περὶ Αἴρας,Κεφ. ρκβ΄. [Περὶ Αἴρας.],Κεφ. ρκβ΄. [Περὶ Αἴρας.],2.122,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0273.jp2/full/1200,/0/default.jpg",,,,
2,grc,295,242,page_images/page-0274.png,,123,spr-ch-2.113,ρκγ,,Περὶ Ἀμύλου.,Κεφ. ρκγ΄. [Περὶ Ἀμύλου.],2.123,Περὶ Ἀμύλου,Κεφ. ρκγ΄. [Περὶ Ἀμύλου.],Κεφ. ρκγ΄. [Περὶ Ἀμύλου.],2.123,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0274.jp2/full/1200,/0/default.jpg",,,,
2,grc,296,243,page_images/page-0275.png,,124,spr-ch-2.114,ρκδ,,Περὶ Τήλεως ἀλεύρου.,Κεφ. ρκδ΄. [Περὶ Τήλεως ἀλεύρου.],2.124,Περὶ Τήλεως ἀλεύρου,Κεφ. ρκδ΄. [Περὶ Τήλεως ἀλεύρου.],Κεφ. ρκδ΄. [Περὶ Τήλεως ἀλεύρου.],2.124,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0275.jp2/full/1200,/0/default.jpg",,,,
2,grc,297,244,page_images/page-0276.png,,125,spr-ch-2.115,ρκε,,Περὶ Λίνου.,Κεφ. ρκε΄. [Περὶ Λίνου.],2.125,Περὶ Λίνου,Κεφ. ρκε΄. [Περὶ Λίνου.],Κεφ. ρκε΄. [Περὶ Λίνου.],2.125,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0276.jp2/full/1200,/0/default.jpg",,,,
2,grc,298,245,page_images/page-0277.png,,126,spr-ch-2.116,ρκϛ,,Περὶ Ἐρεβίνθου.,Κεφ. ρκϛ΄. [Περὶ Ἐρεβίνθου.],2.126,Περὶ Ἐρεβίνθου,Κεφ. ρκϛ΄. [Περὶ Ἐρεβίνθου.],Κεφ. ρκϛ΄. [Περὶ Ἐρεβίνθου.],2.126,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0277.jp2/full/1200,/0/default.jpg",,,,
2,grc,299,246,page_images/page-0278.png,,127,spr-ch-2.117,ρκζ,,Περὶ Κυάμου ἑλληνικοῦ.,Κεφ. ρκζ΄. [Περὶ Κυάμου ἑλληνικοῦ.],2.127,Περὶ Κυάμου ἑλληνικοῦ,Κεφ. ρκζ΄. [Περὶ Κυάμου ἑλληνικοῦ.],Κεφ. ρκζ΄. [Περὶ Κυάμου ἑλληνικοῦ.],2.127,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0278.jp2/full/1200,/0/default.jpg",,,,
2,grc,300,248,page_images/page-0280.png,,128,spr-ch-2.118,ρκη,,Περὶ Κυάμου αἰγυπτίου.,Κεφ. ρκη΄. [Περὶ Κυάμου αἰγυπτίου.],2.128,Περὶ Κυάμου αἰγυπτίου,Κεφ. ρκη΄. [Περὶ Κυάμου αἰγυπτίου.],Κεφ. ρκη΄. [Περὶ Κυάμου αἰγυπτίου.],2.128,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0280.jp2/full/1200,/0/default.jpg",,,,
2,grc,301,249,page_images/page-0281.png,,129,spr-ch-2.119,ρκθ,,Περὶ Φακοῦ.,Κεφ. ρκθ΄. [Περὶ Φακοῦ.],2.129,Περὶ Φακοῦ,Κεφ. ρκθ΄. [Περὶ Φακοῦ.],Κεφ. ρκθ΄. [Περὶ Φακοῦ.],2.129,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0281.jp2/full/1200,/0/default.jpg",,,,
2,grc,302,251,page_images/page-0283.png,,130,spr-ch-2.120,ρλ,,Περὶ Φασιόλου.,Κεφ. ρλ΄. [Περὶ Φασιόλου.],2.130,Περὶ Φασιόλου,Κεφ. ρλ΄. [Περὶ Φασιόλου.],Κεφ. ρλ΄. [Περὶ Φασιόλου.],2.130,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0283.jp2/full/1200,/0/default.jpg",,,,
2,grc,303,251,page_images/page-0283.png,,131,spr-ch-2.121,ρλα,,Περὶ Ὀρόβου.,Κεφ. ρλα΄. [Περὶ Ὀρόβου.],2.131,Περὶ Ὀρόβου,Κεφ. ρλα΄. [Περὶ Ὀρόβου.],Κεφ. ρλα΄. [Περὶ Ὀρόβου.],2.131,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0283.jp2/full/1200,/0/default.jpg",,,,
2,grc,304,252,page_images/page-0284.png,,132,spr-ch-2.122,ρλβ,,Περὶ Θέρμου.,Κεφ. ρλβ΄. [Περὶ Θέρμου.],2.132,Περὶ Θέρμου,Κεφ. ρλβ΄. [Περὶ Θέρμου.],Κεφ. ρλβ΄. [Περὶ Θέρμου.],2.132,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0284.jp2/full/1200,/0/default.jpg",,,,
2,grc,305,254,page_images/page-0286.png,,133,spr-ch-2.123,ρλγ,,Περὶ Θέρμου ἀγρίου.,Κεφ. ρλγ΄. [Περὶ Θέρμου ἀγρίου.],2.133,Περὶ Θέρμου ἀγρίου,Κεφ. ρλγ΄. [Περὶ Θέρμου ἀγρίου.],Κεφ. ρλγ΄. [Περὶ Θέρμου ἀγρίου.],2.133,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0286.jp2/full/1200,/0/default.jpg",,,,
2,grc,306,254,page_images/page-0286.png,,134,spr-ch-2.124,ρλδ,,Περὶ Γογγύλης.,Κεφ. ρλδ΄. [Περὶ Γογγύλης.],2.134,Περὶ Γογγύλης,Κεφ. ρλδ΄. [Περὶ Γογγύλης.],Κεφ. ρλδ΄. [Περὶ Γογγύλης.],2.134,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0286.jp2/full/1200,/0/default.jpg",,,,
2,grc,307,255,page_images/page-0287.png,,135,spr-ch-2.125,ρλε,,Περὶ Γογγύλης ἀγρίας.,Κεφ. ρλε΄. [Περὶ Γογγύλης ἀγρίας.],2.135,Περὶ Γογγύλης ἀγρίας,Κεφ. ρλε΄. [Περὶ Γογγύλης ἀγρίας.],Κεφ. ρλε΄. [Περὶ Γογγύλης ἀγρίας.],2.135,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0287.jp2/full/1200,/0/default.jpg",,,,
2,grc,308,255,page_images/page-0287.png,,136,spr-ch-2.126,ρλϛ,,Περὶ Βουνιάδος.,Κεφ. ρλϛ΄. [Περὶ Βουνιάδος.],2.136,Περὶ Βουνιάδος,Κεφ. ρλϛ΄. [Περὶ Βουνιάδος.],Κεφ. ρλϛ΄. [Περὶ Βουνιάδος.],2.136,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0287.jp2/full/1200,/0/default.jpg",,,,
2,grc,309,256,page_images/page-0288.png,spr-lb-2-0288-01,137,spr-ch-2.127,ρλζ,,Περὶ Ῥαφανίδος[10,Κεφ. ρλζ΄. [Περὶ Ῥαφανίδος[10],2.137,Περὶ Ῥαφανίδος,Κεφ. ρλζ΄. [Περὶ Ῥαφανίδος.],Κεφ. ρλζ΄. [Περὶ Ῥαφανίδος10.],2.137,LABEL_HAS_NOTE_LEAK;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0288.jp2/full/1200,/0/default.jpg",,,,
2,grc,310,257,page_images/page-0289.png,,138,spr-ch-2.128,ρλη,,Περὶ Ῥαφανίδος ἀγρίας.,Κεφ. ρλη΄. [Περὶ Ῥαφανίδος ἀγρίας.],2.138,Περὶ Ῥαφανίδος ἀγρίας,Κεφ. ρλη΄. [Περὶ Ῥαφανίδος ἀγρίας.],Κεφ. ρλη΄. [Περὶ Ῥαφανίδος ἀγρίας.],2.138,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0289.jp2/full/1200,/0/default.jpg",,,,
2,grc,311,257,page_images/page-0289.png,,139,spr-ch-2.129,ρλθ,,Περὶ Σισάρου.,Κεφ. ρλθ΄. [Περὶ Σισάρου.],2.139,Περὶ Σισάρου,Κεφ. ρλθ΄. [Περὶ Σισάρου.],Κεφ. ρλθ΄. [Περὶ Σισάρου.],2.139,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0289.jp2/full/1200,/0/default.jpg",,,,
2,grc,312,257,page_images/page-0289.png,,140,spr-ch-2.130,ρμ,,Περὶ Λαπάθου.,Κεφ. ρμ΄. [Περὶ Λαπάθου.],2.140,Περὶ Λαπάθου,Κεφ. ρμ΄. [Περὶ Λαπάθου.],Κεφ. ρμ΄. [Περὶ Λαπάθου.],2.140,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0289.jp2/full/1200,/0/default.jpg",,,,
2,grc,313,259,page_images/page-0291.png,,141,spr-ch-2.131,ρμα,,Περὶ Ἱππολαπάθου.,Κεφ. ρμα΄. [Περὶ Ἱππολαπάθου.],2.141,Περὶ Ἱππολαπάθου,Κεφ. ρμα΄. [Περὶ Ἱππολαπάθου.],Κεφ. ρμα΄. [Περὶ Ἱππολαπάθου.],2.141,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0291.jp2/full/1200,/0/default.jpg",,,,
2,grc,314,259,page_images/page-0291.png,,142,spr-ch-2.132,ρμβ,,Περὶ Λαμψάνης.,Κεφ. ρμβ΄. [Περὶ Λαμψάνης.],2.142,Περὶ Λαμψάνης,Κεφ. ρμβ΄. [Περὶ Λαμψάνης.],Κεφ. ρμβ΄. [Περὶ Λαμψάνης.],2.142,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0291.jp2/full/1200,/0/default.jpg",,,,
2,grc,315,260,page_images/page-0292.png,,143,spr-ch-2.133,ρμγ,,Περὶ Βλήτου.,Κεφ. ρμγ΄. [Περὶ Βλήτου.],2.143,Περὶ Βλήτου,Κεφ. ρμγ΄. [Περὶ Βλήτου.],Κεφ. ρμγ΄. [Περὶ Βλήτου.],2.143,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0292.jp2/full/1200,/0/default.jpg",,,,
2,grc,316,260,page_images/page-0292.png,,144,spr-ch-2.134,ρμδ,,Περὶ Μαλάχης.,Κεφ. ρμδ΄. [Περὶ Μαλάχης.],2.144,Περὶ Μαλάχης,Κεφ. ρμδ΄. [Περὶ Μαλάχης.],Κεφ. ρμδ΄. [Περὶ Μαλάχης.],2.144,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0292.jp2/full/1200,/0/default.jpg",,,,
2,grc,317,261,page_images/page-0293.png,,145,spr-ch-2.135,ρμε,,Περὶ Ἀτραφάξεως.,Κεφ. ρμε΄. [Περὶ Ἀτραφάξεως.],2.145,Περὶ Ἀτραφάξεως,Κεφ. ρμε΄. [Περὶ Ἀτραφάξεως.],Κεφ. ρμε΄. [Περὶ Ἀτραφάξεως.],2.145,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0293.jp2/full/1200,/0/default.jpg",,,,
2,grc,318,262,page_images/page-0294.png,spr-lb-2-0294-01,136,spr-ch-2.136,ρμς,,Περὶ Κράμβης.,Κεφ. ρμς΄. [Περὶ Κράμβης.],2.146,Περὶ Κράμβης,Κεφ. ρμς΄. [Περὶ Κράμβης.],Κεφ. ρμς΄. [Περὶ Κράμβης.],2.146,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0294.jp2/full/1200,/0/default.jpg",,,,
2,grc,319,263,page_images/page-0295.png,,147,spr-ch-2.137,ρμζ,,Περὶ Κράμβης ἀγρίας.,Κεφ. ρμζ΄. [Περὶ Κράμβης ἀγρίας.],2.147,Περὶ Κράμβης ἀγρίας,Κεφ. ρμζ΄. [Περὶ Κράμβης ἀγρίας.],Κεφ. ρμζ΄. [Περὶ Κράμβης ἀγρίας.],2.147,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0295.jp2/full/1200,/0/default.jpg",,,,
2,grc,320,264,page_images/page-0296.png,,148,spr-ch-2.138,ρμη,,Περὶ Κράμβης θαλασσίας.,Κεφ. ρμη΄. [Περὶ Κράμβης θαλασσίας.],2.148,Περὶ Κράμβης θαλασσίας,Κεφ. ρμη΄. [Περὶ Κράμβης θαλασσίας.],Κεφ. ρμη΄. [Περὶ Κράμβης θαλασσίας.],2.148,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0296.jp2/full/1200,/0/default.jpg",,,,
2,grc,321,265,page_images/page-0297.png,spr-lb-2-0297-01,149,spr-ch-2.139,ρμθ,,Περὶ Τεύτλου.,Κεφ. ρμθ΄. [Περὶ Τεύτλου.],2.149,Περὶ Τεύτλου,Κεφ. ρμθ΄. [Περὶ Τεύτλου.],Κεφ. ρμθ΄. [Περὶ Τεύτλου.],2.149,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0297.jp2/full/1200,/0/default.jpg",,,,
2,grc,322,265,page_images/page-0297.png,,150,spr-ch-2.140,ρν,,Περὶ Ἀνδράχνης[57,Κεφ. ρν΄. [Περὶ Ἀνδράχνης[57],2.150,Περὶ Ἀνδράχνης,Κεφ. ρν΄. [Περὶ Ἀνδράχνης.],Κεφ. ρν΄. [Περὶ Ἀνδράχνης57.],2.150,LABEL_HAS_NOTE_LEAK;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0297.jp2/full/1200,/0/default.jpg",,,,
2,grc,323,266,page_images/page-0298.png,spr-lb-2-0298-14,150,spr-ch-2.140,ρνα,ρνβ΄,Περὶ Ἀσπαράγου.,Κεφ. ρνα΄ (ρνβ΄). [Περὶ Ἀσπαράγου.] Ἀσπάραγος πε-,2.151,Περὶ Ἀσπαράγου,Κεφ. ρνα΄ (ρνβ΄). [Περὶ Ἀσπαράγου.],,2.151,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0298.jp2/full/1200,/0/default.jpg",,,,
2,la,1231,266,page_images/page-0298.png,spr-lb-2-0298-16,,,CLI,CLII,De Asparago.,Cap. CLI. (CLII.) [De Asparago.] Asparagus ru-,2.151,De Asparago,Cap. CLI. (CLII.) [De Asparago.],,2.151,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0298.jp2/full/1200,/0/default.jpg",,,,
2,grc,324,268,page_images/page-0300.png,spr-lb-2-0300-03,150,spr-ch-2.140,ρνβ,ρνγ΄,Περὶ Ἀρνογλώσσου.,Κεφ. ρνβ΄ (ρνγ΄). [Περὶ Ἀρνογλώσσου.] Ἀρνόγλωσ-,2.152,Περὶ Ἀρνογλώσσου,Κεφ. ρνβ΄ (ρνγ΄). [Περὶ Ἀρνογλώσσου.],,2.152,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0300.jp2/full/1200,/0/default.jpg",,,,
