page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
293,ocr/beck2020_fresh/images/beck-0293.png,171 2099 772 2102,31,176 2122 1469 2168,"' See Jacques André, Les noms des plantes dans la Rome antique, p. 44, who says",false,292,beck-fresh-fn-p0292-scratch-001,9,λλα τῶν ἑρπετῶν δήγματα θεραπεύειν instead of καὶ τὰ τῶν ἄλλων ἑρπετῶν δήγματα θεραπεύειν.,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
293,ocr/beck2020_fresh/images/beck-0293.png,171 2099 772 2102,32,174 2173 1470 2211,"that the last of the three possible candidates for this plant, — Dactyloctenium",false,292,beck-fresh-fn-p0292-scratch-001,9,λλα τῶν ἑρπετῶν δήγματα θεραπεύειν instead of καὶ τὰ τῶν ἄλλων ἑρπετῶν δήγματα θεραπεύειν.,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
293,ocr/beck2020_fresh/images/beck-0293.png,171 2099 772 2102,33,174 2218 1472 2254,"aegyptiacum Willd. = Cynosurus aegiptius L., contains cyanogenetic glucosides that",false,292,beck-fresh-fn-p0292-scratch-001,9,λλα τῶν ἑρπετῶν δήγματα θεραπεύειν instead of καὶ τὰ τῶν ἄλλων ἑρπετῶν δήγματα θεραπεύειν.,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
293,ocr/beck2020_fresh/images/beck-0293.png,171 2099 772 2102,34,175 2262 798 2297,"can be, in some cases, toxique to animals.",false,292,beck-fresh-fn-p0292-scratch-001,9,λλα τῶν ἑρπετῶν δήγματα θεραπεύειν instead of καὶ τὰ τῶν ἄλλων ἑρπετῶν δήγματα θεραπεύειν.,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
329,ocr/beck2020_fresh/images/beck-0329.png,156 1995 756 1999,28,159 2019 1386 2063,"? Jacques André, Les noms des plantes dans la Rome anrique, p. 60, says that the",false,,,,,weak,below footnote rule without a printed note label
329,ocr/beck2020_fresh/images/beck-0329.png,156 1995 756 1999,29,160 2070 1414 2106,absence of descriptions for this plant makes it impossible to identify it. Its botanical,false,,,,,weak,below footnote rule without a printed note label
329,ocr/beck2020_fresh/images/beck-0329.png,156 1995 756 1999,31,159 2148 1463 2193,"“The English name of this plan, “horse tongue,” derives from a false etymology of",false,,,,,weak,below footnote rule without a printed note label
335,ocr/beck2020_fresh/images/beck-0335.png,154 2039 755 2044,32,156 2064 1457 2109,^! The “choking” appears to be due to the effect it has on the salivary glands which,false,,,,,weak,below footnote rule without a printed note label
335,ocr/beck2020_fresh/images/beck-0335.png,154 2039 755 2044,33,158 2116 1456 2151,causes them to be hyperactive and which appear to be one of the side effects of some,false,,,,,weak,below footnote rule without a printed note label
335,ocr/beck2020_fresh/images/beck-0335.png,154 2039 755 2044,34,157 2159 1457 2194,"white hellebores. In general, veratrum album is highly toxic because of the alkaloidal",false,,,,,weak,below footnote rule without a printed note label
335,ocr/beck2020_fresh/images/beck-0335.png,154 2039 755 2044,35,158 2202 1457 2237,"steroids it contains, some of which are teratogenic in sheep. See Phytochemical",false,,,,,weak,below footnote rule without a printed note label
338,ocr/beck2020_fresh/images/beck-0338.png,178 2103 781 2108,34,181 2128 1481 2172,"? This chapter may have been moved here from Dsc. Bk. IT, 135, where the cultivated",false,,,,,weak,below footnote rule without a printed note label
338,ocr/beck2020_fresh/images/beck-0338.png,178 2103 781 2108,35,181 2178 1480 2213,"cucumber is discussed. See Max Wellmann, Pedanii Dioscuridis Anazarbei De",false,,,,,weak,below footnote rule without a printed note label
338,ocr/beck2020_fresh/images/beck-0338.png,178 2103 781 2108,36,179 2223 662 2259,"Materia Medica, Bk. IV, p. 296.",false,,,,,weak,below footnote rule without a printed note label
341,ocr/beck2020_fresh/images/beck-0341.png,164 2066 762 2072,30,162 2091 1467 2137,? T am thankful to O. Wenskus for suggesting that I use Moringa sp. instead of,false,,,,,weak,below footnote rule without a printed note label
341,ocr/beck2020_fresh/images/beck-0341.png,164 2066 762 2072,31,161 2142 1462 2179,"Moringa Arabica, the binomial I used for ben in the first edition. Otta Wenskus,",false,,,,,weak,below footnote rule without a printed note label
341,ocr/beck2020_fresh/images/beck-0341.png,164 2066 762 2072,32,163 2184 1464 2222,"Anzeiger für die Altertumswissenschaft, L'XIIH, Band, Juli/Oktober 2010, 3./4. Heft,",false,,,,,weak,below footnote rule without a printed note label
344,ocr/beck2020_fresh/images/beck-0344.png,165 2055 770 2060,34,168 2080 1469 2125,» Melampus was reputed to have cured the daughters of Proitus/Proetus from the,false,343,beck-fresh-fn-p0343-001,51,"κρότων, “tick,” Ixodes ricinus.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
344,ocr/beck2020_fresh/images/beck-0344.png,165 2055 770 2060,35,167 2132 1470 2169,madness they suffered because of some impiety they committed against Dionysus or,false,343,beck-fresh-fn-p0343-001,51,"κρότων, “tick,” Ixodes ricinus.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
344,ocr/beck2020_fresh/images/beck-0344.png,165 2055 770 2060,36,166 2175 1468 2212,"Hera. He kept goats in Messenia, where he settled coming from Thessaly and was",false,343,beck-fresh-fn-p0343-001,51,"κρότων, “tick,” Ixodes ricinus.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
344,ocr/beck2020_fresh/images/beck-0344.png,165 2055 770 2060,37,166 2218 651 2253,known for his prophetic powers.,false,343,beck-fresh-fn-p0343-001,51,"κρότων, “tick,” Ixodes ricinus.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
347,ocr/beck2020_fresh/images/beck-0347.png,198 2187 753 2192,37,154 2209 1205 2257,"? From fioc, “sun” and the suffix oxon- of σκοπεύω, “look toward.""",false,346,beck-fresh-fn-p0346-scratch-001,58,“Broad-leaved spurge.”,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
350,ocr/beck2020_fresh/images/beck-0350.png,169 2183 773 2188,35,171 2208 721 2252,"© extivn, “pellitory” or “bindweed.”",false,349,beck-fresh-fn-p0349-001,61,VII 184 L.,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
353,ocr/beck2020_fresh/images/beck-0353.png,147 1973 752 1976,31,150 1996 809 2039,"™ This is the deadwort, Sambucus ebulus L.",false,352,beck-fresh-fn-p0352-002,63,"From λίνον, “linen.”",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
359,ocr/beck2020_fresh/images/beck-0359.png,171 2104 761 2107,32,162 2127 728 2166,*' A form of native sodium carbonate.,false,,,,,weak,below footnote rule without a printed note label
375,ocr/beck2020_fresh/images/beck-0375.png,182 2188 787 2192,35,187 2214 951 2256,P? An Italian wine made from a grape of that name.,false,,,,,weak,below footnote rule without a printed note label
390,ocr/beck2020_fresh/images/beck-0390.png,177 2186 780 2193,37,179 2213 735 2255,"? On copper pyrites see Dsc. V, 125.",false,389,beck-fresh-fn-p0389-003,19,ys in the first paragraph of this chapter has “cracks very much like those of onyx stone.”,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
391,ocr/beck2020_fresh/images/beck-0391.png,334 2101 894 2105,34,294 2122 1579 2170,?! Both Pompholyx and spodos are zinc oxides. Pompholyx is pure zinc oxide that has,false,390,beck-fresh-fn-p0390-scratch-001,20,"On copper pyrites see Dsc. V, 125.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
391,ocr/beck2020_fresh/images/beck-0391.png,334 2101 894 2105,35,295 2175 1593 2213,"sublimated to the top of the furnace while spodos is impure, collected from the bottom",false,390,beck-fresh-fn-p0390-scratch-001,20,"On copper pyrites see Dsc. V, 125.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
392,ocr/beck2020_fresh/images/beck-0392.png,170 2141 773 2146,36,172 2167 1473 2211,"? See Wyndham Hulme E., Notes and Queries, March 24, 1945 p.123, citation in R.",false,391,beck-fresh-fn-p0391-scratch-001,21,"o the top of the furnace while spodos is impure, collected from the bottom of the furnace.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
392,ocr/beck2020_fresh/images/beck-0392.png,170 2141 773 2146,37,172 2218 976 2254,"J. Forbes, Studies in Ancient Technololy, VIII, p. 263.",false,391,beck-fresh-fn-p0391-scratch-001,21,"o the top of the furnace while spodos is impure, collected from the bottom of the furnace.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
393,ocr/beck2020_fresh/images/beck-0393.png,210 2187 800 2191,38,232 2222 711 2256,"ἀντίσποδα, “instead οἵ spodos"".",false,392,beck-fresh-fn-p0392-scratch-001,22,"rch 24, 1945 p.123, citation in R. J. Forbes, Studies in Ancient Technology, VIII, p. 263.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note; continuation begins lowercase
405,ocr/beck2020_fresh/images/beck-0405.png,320 2057 900 2061,31,299 2079 1599 2126,"?' There are two types of lapis lazuli, this one, κύανος, and the one in Dsc. Bk. V, 139,",false,404,beck-fresh-fn-p0404-002,26,"Also known as gold-solder and as malachite. See Dsc. Bk. V, 74,4.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
405,ocr/beck2020_fresh/images/beck-0405.png,320 2057 900 2061,32,300 2126 1593 2188,"λίθος σάπφειρος. Theophrastus, Lap. 23 and 37, also mentions two, κυανή and χρυσή.",false,404,beck-fresh-fn-p0404-002,26,"Also known as gold-solder and as malachite. See Dsc. Bk. V, 74,4.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
415,ocr/beck2020_fresh/images/beck-0415.png,210 2151 789 2155,35,186 2172 680 2232,"» Theophrastus, H. P., IX, 17,3.",false,,,,,weak,below footnote rule without a printed note label
415,ocr/beck2020_fresh/images/beck-0415.png,210 2151 789 2155,36,199 2216 1242 2262,"? This is rock salt mined near the temple of Jupiter Ammon, in Libya.",false,,,,,weak,below footnote rule without a printed note label
419,ocr/beck2020_fresh/images/beck-0419.png,245 2057 796 2062,31,197 2079 1497 2127,""" Berendes, p. 541, n. 1, says that these are types of corals that live especially in the",false,,,,,weak,below footnote rule without a printed note label
419,ocr/beck2020_fresh/images/beck-0419.png,245 2057 796 2062,32,197 2130 1498 2169,"Red Sea and the Mediterranian. They consist of gelatine, calcium, and native salts to",false,,,,,weak,below footnote rule without a printed note label
419,ocr/beck2020_fresh/images/beck-0419.png,245 2057 796 2062,33,198 2173 1500 2213,"Which they owe their use for diseases of the bladder. LSJ defines it as ""bastard",false,,,,,weak,below footnote rule without a printed note label
427,ocr/beck2020_fresh/images/beck-0427.png,288 2057 871 2062,29,270 2083 1571 2129,"» “Turquoise,” John Goodyer, The Greek herbal of Dioscorides, p. 654. No",false,,,,,weak,below footnote rule without a printed note label
427,ocr/beck2020_fresh/images/beck-0427.png,288 2057 871 2062,31,271 2169 1572 2215,"°° Identified as retinasphaltum in John Goodyer, op. cit. p. 655 and described by",false,,,,,weak,below footnote rule without a printed note label
427,ocr/beck2020_fresh/images/beck-0427.png,288 2057 871 2062,32,271 2220 957 2258,"Charles Hatchett, Trans. Linn. Soc. iv, p. 140.",false,,,,,weak,below footnote rule without a printed note label
432,ocr/beck2020_fresh/images/beck-0432.png,176 2126 780 2132,33,178 2152 901 2195,"® A bituminous earth, See Pliny, N. H., 35. 194.",false,,,,,weak,below footnote rule without a printed note label
438,ocr/beck2020_fresh/images/beck-0438.png,212 1361 985 1365,25,223 1368 1325 1412,"Allheal χαλβάνη _ III, 83",true,,,,,weak,below footnote rule without a printed note label
438,ocr/beck2020_fresh/images/beck-0438.png,212 1361 985 1365,26,222 1417 1326 1460,"Allheal E μέτωπον u Iit, 83",true,,,,,weak,below footnote rule without a printed note label
438,ocr/beck2020_fresh/images/beck-0438.png,212 1361 985 1365,27,222 1466 1341 1509,Almond ἀμυγδάλῃη ᾿ | 1.123.,true,,,,,weak,below footnote rule without a printed note label
438,ocr/beck2020_fresh/images/beck-0438.png,212 1361 985 1365,28,223 1516 1321 1556,"Almond, bitter ἀμύγδαλον πικρόν — Ι,123",true,,,,,weak,below footnote rule without a printed note label
439,ocr/beck2020_fresh/images/beck-0439.png,234 1355 1473 1360,26,170 1401 879 1457,|Ferula galbaniflua Boiss. & Buhse (A. p. 160),true,,,,,weak,below footnote rule without a printed note label
439,ocr/beck2020_fresh/images/beck-0439.png,234 1355 1473 1360,27,175 1453 1059 1498,Prunus amygdalus Stokes esp. var. sativa Asch. (A. p. 15),true,,,,,weak,below footnote rule without a printed note label
439,ocr/beck2020_fresh/images/beck-0439.png,234 1355 1473 1360,28,177 1501 993 1555,"Prunus amygdalus Stokes, var. amara Schn. (A. p. 15)",true,,,,,weak,below footnote rule without a printed note label
440,ocr/beck2020_fresh/images/beck-0440.png,205 1356 1359 1360,25,216 1367 1338 1402,"Base horehound στάχυς IH, 106",true,,,,,weak,below footnote rule without a printed note label
440,ocr/beck2020_fresh/images/beck-0440.png,205 1356 1359 1360,26,216 1411 1322 1453,"Basil o ὦκιμον Tl, 141",true,,,,,weak,below footnote rule without a printed note label
440,ocr/beck2020_fresh/images/beck-0440.png,205 1356 1359 1360,27,216 1463 1340 1499,"Bastard rocket σησαμοειδὲς TO μέγα IV, 149",true,,,,,weak,below footnote rule without a printed note label
440,ocr/beck2020_fresh/images/beck-0440.png,205 1356 1359 1360,28,216 1511 1341 1546,"Bastard rocket ἐλλέβορος IV, 149",true,,,,,weak,below footnote rule without a printed note label
441,ocr/beck2020_fresh/images/beck-0441.png,240 1356 1469 1359,20,177 1405 717 1448,Ocimum basilicum L. sp. (A. p. 175),true,,,,,weak,below footnote rule without a printed note label
441,ocr/beck2020_fresh/images/beck-0441.png,240 1356 1469 1359,21,172 1452 570 1500,Reseda alba L. (A. p. 237),true,,,,,weak,below footnote rule without a printed note label
442,ocr/beck2020_fresh/images/beck-0442.png,215 1359 1444 1361,25,225 1369 1336 1404,"Bitter vetch ópofoc II, 108",true,,,,,weak,below footnote rule without a printed note label
442,ocr/beck2020_fresh/images/beck-0442.png,215 1359 1444 1361,26,225 1415 1349 1457,"Black bryony- βρυωνία TV, 183",true,,,,,weak,below footnote rule without a printed note label
442,ocr/beck2020_fresh/images/beck-0442.png,215 1359 1444 1361,27,225 1465 1350 1500,"Black bryony ἄμπελος Χειρώνιος IV, 183",true,,,,,weak,below footnote rule without a printed note label
442,ocr/beck2020_fresh/images/beck-0442.png,215 1359 1444 1361,28,225 1513 1350 1548,"Black bryony ἄμπελος μέλαινα ΙΝ, 183",true,,,,,weak,below footnote rule without a printed note label
443,ocr/beck2020_fresh/images/beck-0443.png,227 1359 1480 1363,23,189 1418 638 1452,Tamus communis L. (A. p. 39),true,,,,,weak,below footnote rule without a printed note label
443,ocr/beck2020_fresh/images/beck-0443.png,227 1359 1480 1363,24,182 1452 638 1509,|Tamus communis L. (A. p. 14),true,,,,,weak,below footnote rule without a printed note label
443,ocr/beck2020_fresh/images/beck-0443.png,227 1359 1480 1363,25,179 1501 638 1557,|Tamus communis L. (A. p. 14),true,,,,,weak,below footnote rule without a printed note label
444,ocr/beck2020_fresh/images/beck-0444.png,215 1360 1445 1363,25,224 1368 1333 1410,"Brownwort γαλεόβδολον IV, 94",true,,,,,weak,below footnote rule without a printed note label
444,ocr/beck2020_fresh/images/beck-0444.png,215 1360 1445 1363,26,225 1415 1351 1459,"Bryony ἐπ ψίλωθρον IV, 182",true,,,,,weak,below footnote rule without a printed note label
444,ocr/beck2020_fresh/images/beck-0444.png,215 1360 1445 1363,27,225 1463 1352 1504,"Bryony χελιδόνιον IV, 182",true,,,,,weak,below footnote rule without a printed note label
444,ocr/beck2020_fresh/images/beck-0444.png,215 1360 1445 1363,28,226 1511 1352 1555,"Bryony ὀφιοστάφυλον IV, 182",true,,,,,weak,below footnote rule without a printed note label
445,ocr/beck2020_fresh/images/beck-0445.png,249 1362 1473 1365,23,179 1407 655 1464,Bryonia dioica Jacq. (A. p. 209),true,,,,,weak,below footnote rule without a printed note label
445,ocr/beck2020_fresh/images/beck-0445.png,249 1362 1473 1365,24,170 1455 636 1511,|Bryonia dioica Jacq. (A. p. 62),true,,,,,weak,below footnote rule without a printed note label
445,ocr/beck2020_fresh/images/beck-0445.png,249 1362 1473 1365,25,176 1507 655 1555,Bryonia dioica Jacq. (A. p. 179),true,,,,,weak,below footnote rule without a printed note label
446,ocr/beck2020_fresh/images/beck-0446.png,216 1365 1445 1368,25,228 1376 1308 1411,Camel hay σχοῖνος. — L17,true,,,,,weak,below footnote rule without a printed note label
446,ocr/beck2020_fresh/images/beck-0446.png,216 1365 1445 1368,26,228 1421 1308 1467,Camelhay .. βαβυλώνιον ᾿ L 17,true,,,,,weak,below footnote rule without a printed note label
446,ocr/beck2020_fresh/images/beck-0446.png,216 1365 1445 1368,27,228 1468 1309 1511,Camel's-thorn σφάγνος L 20,true,,,,,weak,below footnote rule without a printed note label
446,ocr/beck2020_fresh/images/beck-0446.png,216 1365 1445 1368,28,228 1516 1309 1560,"Camel's-thorn ἐρυσίσκηπτρον I, 20",true,,,,,weak,below footnote rule without a printed note label
447,ocr/beck2020_fresh/images/beck-0447.png,293 1359 1411 1362,24,178 1367 878 1410,Cymbopogon schoenanthus Spreng. (A. p. 229),true,,,,,weak,below footnote rule without a printed note label
447,ocr/beck2020_fresh/images/beck-0447.png,293 1359 1411 1362,25,178 1408 878 1451,|Cymbopogon schoenanthus Spreng. (A. p. 229),true,,,,,weak,below footnote rule without a printed note label
447,ocr/beck2020_fresh/images/beck-0447.png,293 1359 1411 1362,26,172 1452 654 1508,|Alhagi ἡ maurorum L. (A. p. 244),true,,,,,weak,below footnote rule without a printed note label
447,ocr/beck2020_fresh/images/beck-0447.png,293 1359 1411 1362,27,174 1504 635 1552,Alhagi: maurorum L. (A. p. 98),true,,,,,weak,below footnote rule without a printed note label
448,ocr/beck2020_fresh/images/beck-0448.png,219 1362 799 1365,25,230 1369 1308 1413,"Cassia γίζιρ 1, 13",true,,,,,weak,below footnote rule without a printed note label
448,ocr/beck2020_fresh/images/beck-0448.png,219 1362 799 1365,26,232 1421 1335 1461,Cassia mB,true,,,,,weak,below footnote rule without a printed note label
448,ocr/beck2020_fresh/images/beck-0448.png,219 1362 799 1365,27,232 1465 1309 1509,"Cassia aovpn — — | I, 13",true,,,,,weak,below footnote rule without a printed note label
448,ocr/beck2020_fresh/images/beck-0448.png,219 1362 799 1365,28,232 1509 1351 1557,"Castoroiltree — σήσαμον ἄγριον. IV, 161",true,,,,,weak,below footnote rule without a printed note label
449,ocr/beck2020_fresh/images/beck-0449.png,208 1354 1464 1362,25,167 1370 630 1409,|Cinnamomum cassia Blume sp.,true,,,,,weak,below footnote rule without a printed note label
449,ocr/beck2020_fresh/images/beck-0449.png,208 1354 1464 1362,26,170 1418 631 1459,Cinnamomum cassia Blume sp.,true,,,,,weak,below footnote rule without a printed note label
449,ocr/beck2020_fresh/images/beck-0449.png,208 1354 1464 1362,27,167 1466 631 1505,|Cinnamomum cassia Blume sp.,true,,,,,weak,below footnote rule without a printed note label
449,ocr/beck2020_fresh/images/beck-0449.png,208 1354 1464 1362,28,169 1501 653 1557,Ricinus communis L. (A. p. 237),true,,,,,weak,below footnote rule without a printed note label
450,ocr/beck2020_fresh/images/beck-0450.png,229 1365 792 1367,25,226 1372 1323 1419,"Chaste tree ἄγνος. I, 103",true,,,,,weak,below footnote rule without a printed note label
450,ocr/beck2020_fresh/images/beck-0450.png,229 1365 792 1367,26,227 1424 1325 1464,"Cherries, Fruit of the cherry tree κεράσια BEEN I, 113",true,,,,,weak,below footnote rule without a printed note label
450,ocr/beck2020_fresh/images/beck-0450.png,229 1365 792 1367,27,227 1462 1326 1510,"Chestnuts, Sweet μότα 7 I, 106",true,,,,,weak,below footnote rule without a printed note label
450,ocr/beck2020_fresh/images/beck-0450.png,229 1365 792 1367,28,222 1506 1442 1563,"Chestnuts, Sweet λόπιμα ol L, 106 =",true,,,,,weak,below footnote rule without a printed note label
451,ocr/beck2020_fresh/images/beck-0451.png,255 1357 1459 1364,26,163 1406 463 1462,Prunus avium (LSJ),true,,,,,weak,below footnote rule without a printed note label
451,ocr/beck2020_fresh/images/beck-0451.png,255 1357 1459 1364,27,161 1453 674 1509,|Castanea vulgaris Lam. (A. p. 52),true,,,,,weak,below footnote rule without a printed note label
451,ocr/beck2020_fresh/images/beck-0451.png,255 1357 1459 1364,28,167 1501 531 1553,Castanea vulgaris Lam.,true,,,,,weak,below footnote rule without a printed note label
452,ocr/beck2020_fresh/images/beck-0452.png,226 1355 1314 1358,25,238 1362 1343 1404,"Club-rush ὁλόσχοινος IV, 52",true,,,,,weak,below footnote rule without a printed note label
452,ocr/beck2020_fresh/images/beck-0452.png,226 1355 1314 1358,26,238 1411 1358 1454,"Cock's head. ὀνοβρυχίς ΠῚ, 153",true,,,,,weak,below footnote rule without a printed note label
452,ocr/beck2020_fresh/images/beck-0452.png,226 1355 1314 1358,27,238 1458 1362 1500,"Colocynth σικύα πικρά IV, 176",true,,,,,weak,below footnote rule without a printed note label
452,ocr/beck2020_fresh/images/beck-0452.png,226 1355 1314 1358,28,238 1506 1363 1550,"Colocynth κολοκυνθίς IV, 176",true,,,,,weak,below footnote rule without a printed note label
453,ocr/beck2020_fresh/images/beck-0453.png,262 1356 1448 1360,26,162 1401 1148 1458,|Onobrychis caput galli Link. and O. viciaefolia Scop. (A. p. 178),true,,,,,weak,below footnote rule without a printed note label
453,ocr/beck2020_fresh/images/beck-0453.png,262 1356 1448 1360,27,171 1453 770 1501,Citrullus colocynthis Schrad. (A. p. 238),true,,,,,weak,below footnote rule without a printed note label
453,ocr/beck2020_fresh/images/beck-0453.png,262 1356 1448 1360,28,172 1497 753 1548,Citrullus colocynthis Schrad. (A. p. 71),true,,,,,weak,below footnote rule without a printed note label
455,ocr/beck2020_fresh/images/beck-0455.png,397 1349 1421 1356,24,171 1401 652 1446,|Cuminum cyminum L. (A. p. 81),true,,,,,weak,below footnote rule without a printed note label
455,ocr/beck2020_fresh/images/beck-0455.png,397 1349 1421 1356,25,165 1445 569 1502,|Myrtus communis L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
455,ocr/beck2020_fresh/images/beck-0455.png,397 1349 1421 1356,26,169 1494 1011 1550,Olea europaea L. var. sativa Hoffm. and Lk. (A. p. 176),true,,,,,weak,below footnote rule without a printed note label
456,ocr/beck2020_fresh/images/beck-0456.png,244 1358 1267 1361,25,215 1364 1429 1411,"Duckweed pads ὁ ἐπί τελμάτων IV, 87 |",true,,,,,weak,below footnote rule without a printed note label
456,ocr/beck2020_fresh/images/beck-0456.png,244 1358 1267 1361,26,211 1414 1429 1456,"IDyer's buckthorn ποξάκανθα 1,100 u",true,,,,,weak,below footnote rule without a printed note label
456,ocr/beck2020_fresh/images/beck-0456.png,244 1358 1267 1361,27,216 1462 1430 1504,"Dyer's buckthorn λύκιον 1,100 |",true,,,,,weak,below footnote rule without a printed note label
456,ocr/beck2020_fresh/images/beck-0456.png,244 1358 1267 1361,28,216 1504 1429 1552,Baglewood ἀγάλοχον L22. _|,true,,,,,weak,below footnote rule without a printed note label
457,ocr/beck2020_fresh/images/beck-0457.png,192 1356 1449 1362,25,156 1367 566 1404,Lemna minor L. (A. p. 141),true,,,,,weak,below footnote rule without a printed note label
457,ocr/beck2020_fresh/images/beck-0457.png,192 1356 1449 1362,26,153 1403 1160 1460,"Rhamnus petiolaris, Rh. lycoides, Rh. punctata Boiss. (A. p. 212)",true,,,,,weak,below footnote rule without a printed note label
457,ocr/beck2020_fresh/images/beck-0457.png,192 1356 1449 1362,27,153 1450 1118 1504,"|Rhamnus petiolaris, Rh. lycoides, Rh. punctata Boiss. (A. p. 149) _",true,,,,,weak,below footnote rule without a printed note label
457,ocr/beck2020_fresh/images/beck-0457.png,192 1356 1449 1362,28,154 1502 686 1552,|Aquilaria agallocha Roxb. (A. p. 7),true,,,,,weak,below footnote rule without a printed note label
458,ocr/beck2020_fresh/images/beck-0458.png,307 1362 1444 1363,25,221 1369 1336 1411,"|Penugreek — — τῆλις IL, 102",true,,,,,weak,below footnote rule without a printed note label
458,ocr/beck2020_fresh/images/beck-0458.png,307 1362 1444 1363,26,225 1417 1337 1459,Fenugreek. | λωτός IL 102,true,,,,,weak,below footnote rule without a printed note label
458,ocr/beck2020_fresh/images/beck-0458.png,307 1362 1444 1363,27,225 1469 1337 1506,"Fenugreek ——— κέρας αἴγειον IL, 102",true,,,,,weak,below footnote rule without a printed note label
458,ocr/beck2020_fresh/images/beck-0458.png,307 1362 1444 1363,28,226 1516 1337 1554,"Fenugreek - κάρφος II, 102",true,,,,,weak,below footnote rule without a printed note label
459,ocr/beck2020_fresh/images/beck-0459.png,215 1356 1466 1361,26,167 1402 770 1454,Trigonella fenum graecum L. (A. p.148),true,,,,,weak,below footnote rule without a printed note label
459,ocr/beck2020_fresh/images/beck-0459.png,215 1356 1466 1361,27,173 1464 607 1498,Trigonella fenum graecum L.,true,,,,,weak,below footnote rule without a printed note label
459,ocr/beck2020_fresh/images/beck-0459.png,215 1356 1466 1361,28,167 1503 774 1556,|Trigonella fenum graecum L. (A. p. 5),true,,,,,weak,below footnote rule without a printed note label
460,ocr/beck2020_fresh/images/beck-0460.png,218 1357 1325 1359,25,215 1366 1339 1408,"Fumitory φασήλιον TV, 120",true,,,,,weak,below footnote rule without a printed note label
460,ocr/beck2020_fresh/images/beck-0460.png,218 1357 1325 1359,26,214 1425 1339 1467,"Fumitory -.- καπνός TV, 109",true,,,,,weak,below footnote rule without a printed note label
460,ocr/beck2020_fresh/images/beck-0460.png,218 1357 1325 1359,27,211 1466 1383 1515,"Fumitory —— ἰσόπυρον TV, 120 -",true,,,,,weak,below footnote rule without a printed note label
460,ocr/beck2020_fresh/images/beck-0460.png,218 1357 1325 1359,28,207 1514 1377 1566,"|Galbanum χαλβάνη | HI, 83 i",true,,,,,weak,below footnote rule without a printed note label
461,ocr/beck2020_fresh/images/beck-0461.png,233 1355 1446 1361,22,152 1425 633 1466,Fumaria officinalis L. (A. p. 48),true,,,,,weak,below footnote rule without a printed note label
461,ocr/beck2020_fresh/images/beck-0461.png,233 1355 1446 1361,23,150 1466 725 1514,|Corydalis claviculata Pers. (A. p. 133),true,,,,,weak,below footnote rule without a printed note label
461,ocr/beck2020_fresh/images/beck-0461.png,233 1355 1446 1361,24,145 1510 868 1566,|Ferula galbaniflua Boiss. and Buhse (A. p. 108),true,,,,,weak,below footnote rule without a printed note label
462,ocr/beck2020_fresh/images/beck-0462.png,200 1357 1406 1361,25,211 1364 1376 1409,Grapevine ἄμπελος oivopópoc Vl —,true,,,,,weak,below footnote rule without a printed note label
462,ocr/beck2020_fresh/images/beck-0462.png,200 1357 1406 1361,26,211 1416 1314 1452,"Grass of Parnassus ἄγρωστις ἡ ἐν τῷ Παρνασσῷ IV, 31",true,,,,,weak,below footnote rule without a printed note label
462,ocr/beck2020_fresh/images/beck-0462.png,200 1357 1406 1361,27,211 1464 1335 1499,"Great bindweed μῖλαξ λεία IV, 143",true,,,,,weak,below footnote rule without a printed note label
462,ocr/beck2020_fresh/images/beck-0462.png,200 1357 1406 1361,28,212 1504 1426 1552,"Great sea-rush ὀξύσχοινος | IV, 52 |",true,,,,,weak,below footnote rule without a printed note label
463,ocr/beck2020_fresh/images/beck-0463.png,268 1354 1454 1357,24,158 1398 625 1454,Parnassia palustris L. (A. p. 8),true,,,,,weak,below footnote rule without a printed note label
463,ocr/beck2020_fresh/images/beck-0463.png,268 1354 1454 1357,25,161 1450 671 1498,Convolvulus sepium L. (A. p. 161),true,,,,,weak,below footnote rule without a printed note label
463,ocr/beck2020_fresh/images/beck-0463.png,268 1354 1454 1357,26,161 1498 591 1542,Juncus acutus. L. (A. p. 184),true,,,,,weak,below footnote rule without a printed note label
